"","lane","tile","cycle","errorrate","nPerfect","n1Error","n2Error","n3Error","n4Error"
"5600",2,1216,88,0.299876511096954,10683,687,62,10,1
"5601",2,2101,88,0.24887527525425,9856,647,23,7,5
"5602",2,2102,88,0.223235040903091,10205,652,22,2,2
"5603",2,2103,88,0.30272451043129,10302,655,30,8,7
"5604",2,2104,88,0.228185474872589,10337,677,25,3,2
"5605",2,2105,88,0.148065894842148,10137,697,60,21,16
"5606",2,2106,88,0.21641118824482,10519,654,27,3,2
"5607",2,2107,88,0.21265284717083,10673,704,28,8,1
"5608",2,2108,88,0.239298060536385,10735,665,21,2,6
"5609",2,2109,88,0.200052186846733,10973,638,17,7,1
"5610",2,2110,88,0.194655805826187,10753,652,26,4,6
"5611",2,2111,88,0.172920629382133,10948,725,27,8,2
"5612",2,2112,88,0.283788591623306,10653,688,36,5,1
"5613",2,2113,88,0.177289247512817,10667,710,29,4,5
"5614",2,2114,88,0.266975164413452,10547,751,36,8,5
"5615",2,2115,88,0.266619265079498,10640,700,40,6,7
"5616",2,2116,88,0.171453058719635,11030,709,34,9,5
"5617",2,2201,88,0.236675187945366,10006,628,29,3,3
"5618",2,2202,88,0.251889169216156,10197,603,23,3,3
"5619",2,2203,88,0.207802027463913,10001,632,24,11,5
"5620",2,2204,88,0.232277244329453,10191,631,18,5,3
"5621",2,2205,88,0.276982724666595,10121,670,77,18,13
"5622",2,2206,88,0.249043852090836,10638,671,22,4,3
"5623",2,2207,88,0.191798344254494,10357,670,23,2,0
"5624",2,2208,88,0.124245651066303,10640,695,33,9,5
"5625",2,2209,88,0.251346498727798,10532,694,25,9,3
"5626",2,2210,88,0.244653865695,10497,607,35,9,2
"5627",2,2211,88,0.298717260360718,10755,688,22,7,2
"5628",2,2212,88,0.26716536283493,10582,700,39,9,2
"5629",2,2213,88,0.242914974689484,10523,684,26,8,3
"5630",2,2214,88,0.279159039258957,10801,730,29,13,7
"5631",2,2215,88,0.282510817050934,10655,739,33,6,8
"5632",2,2216,88,0.274113416671753,10988,740,43,6,3
"5633",2,1101,89,0.17951625585556,10065,608,25,7,1
"5634",2,1102,89,0.31841167807579,10092,668,20,4,1
"5635",2,1103,89,0.227552860975266,9942,662,36,13,3
"5636",2,1104,89,0.366541355848312,10087,630,27,6,4
"5637",2,1105,89,0.130390241742134,10033,698,70,24,4
"5638",2,1106,89,0.189599126577377,10498,651,33,9,7
"5639",2,1107,89,0.282203018665314,10415,668,20,11,4
"5640",2,1108,89,0.28740793466568,10502,689,30,9,5
"5641",2,1109,89,0.283156752586365,10348,670,31,8,3
"5642",2,1110,89,0.278001964092255,10523,700,28,12,5
"5643",2,1111,89,0.287916779518127,10155,684,43,6,5
"5644",2,1112,89,0.35697939991951,10231,737,43,13,3
"5645",2,1113,89,0.223172768950462,10132,694,35,10,2
"5646",2,1114,89,0.26039245724678,10092,707,42,10,5
"5647",2,1115,89,0.285267323255539,10174,739,53,16,0
"5648",2,1116,89,0.267689824104309,10592,667,43,7,5
"5649",2,1201,89,0.287926912307739,9538,605,21,2,4
"5650",2,1202,89,0.251046031713486,10228,611,24,5,0
"5651",2,1203,89,0.244774997234344,10008,690,34,10,4
"5652",2,1204,89,0.244337931275368,10064,655,27,7,0
"5653",2,1205,89,0.258027523756027,9764,693,67,29,11
"5654",2,1206,89,0.280216693878174,10173,623,22,11,5
"5655",2,1207,89,0.227169468998909,10400,688,29,7,5
"5656",2,1208,89,0.329218119382858,10309,688,39,4,4
"5657",2,1209,89,0.204822644591331,10174,639,35,7,4
"5658",2,1210,89,0.213576003909111,10143,707,28,4,4
"5659",2,1211,89,0.248367220163345,10248,686,36,14,3
"5660",2,1212,89,0.308008223772049,10145,633,41,4,11
"5661",2,1213,89,0.242605209350586,10092,664,43,6,2
"5662",2,1214,89,0.319139242172241,10284,704,46,18,4
"5663",2,1215,89,0.295284658670425,10174,722,55,12,5
"5664",2,1216,89,0.282386153936386,10672,695,63,10,3
"5665",2,2101,89,0.19153419137001,9850,652,24,7,4
